raw_log,user_id,timestamp,action,amount,currency,location,device,date,amount_in_dollars,hour,day,month,year,txn_time_diff_hours,is_same_location,is_atm,transaction_risk,device_type,is_same_device,hour_risk,avg_prev_amount,amount_difference_from_avg
07/07/2025 03:14:10 ::: user1001 *** deposit ::: amt:1272.2€ @ cardiff <none>,user1001,2025-07-07 03:14:10,deposit,1272.2,€,cardiff,none,2025-07-07,2035.5200000000002,3,7,7,2025,99.17861111111111,False,False,low,non-smart,False,High,2471.0389863636365,-435.51898636363626
2025-07-08 05:38:30 - user=user1001 - action=debit £1782.83 - atm: cardiff - device=samsung galaxy s10,user1001,2025-07-08 05:38:30,debit,1782.83,£,cardiff,samsung galaxy s10,2025-07-08,2371.1639,5,8,7,2025,26.405555555555555,True,True,moderate,smart,False,High,2452.1033782608697,-80.93947826086969
2025-07-08 05:42:15 - user=user1001 - action=debit £4465.62 - atm: birmingham - device=samsung galaxy s10,user1001,2025-07-08 05:42:15,debit,4465.62,£,birmingham,samsung galaxy s10,2025-07-08,5939.2746,5,8,7,2025,0.0625,False,True,moderate,smart,False,High,2448.7309,3490.5436999999997
08/07/2025 19:27:27 ::: user1001 *** cashout ::: amt:1814.4$ @ glasgow <pixel 6>,user1001,2025-07-08 19:27:27,cashout,1814.4,$,glasgow,pixel 6,2025-07-08,1814.4,19,8,7,2025,13.753333333333334,False,False,high,smart,False,Low,2588.352648,-773.952648
2025-07-10 04:51:46::user1001::transfer::975.74::leeds::nokia 3310,user1001,2025-07-10 04:51:46,transfer,975.74,none,leeds,nokia 3310,2025-07-10,975.74,4,10,7,2025,33.405277777777776,False,False,high,non-smart,False,High,2558.585238461538,-1582.8452384615382
2025-07-10 07:07:03 | user: user1001 | txn: debit of €2814.51 from glasgow | device: xiaomi mi 11,user1001,2025-07-10 07:07:03,debit,2814.51,€,glasgow,xiaomi mi 11,2025-07-10,4503.216,7,10,7,2025,2.254722222222222,False,False,moderate,smart,False,Low,2499.961340740741,2003.2546592592594
user1001 2025-07-11 13:53:18 withdrawal 2559.71 liverpool samsung galaxy s10,user1001,2025-07-11 13:53:18,withdrawal,2559.71,none,liverpool,samsung galaxy s10,2025-07-11,2559.71,13,11,7,2025,30.770833333333332,False,False,high,smart,False,Low,2571.50615,-11.796150000000125
2025-07-12 00:14:40 | user: user1001 | txn: top-up of £3291.24 from none | device: pixel 6,user1001,2025-07-12 00:14:40,top-up,3291.24,£,none,pixel 6,2025-07-12,4377.3492,0,12,7,2025,10.356111111111112,False,False,low,smart,False,High,2571.0993862068967,1806.249813793103
2025-07-14 01:35:18::user1001::withdrawal::4677.14::none::iphone 13,user1001,2025-07-14 01:35:18,withdrawal,4677.14,none,none,iphone 13,2025-07-14,4677.14,1,14,7,2025,49.34388888888889,True,False,high,smart,False,High,2631.3077133333336,2045.8322866666667
user1001 2025-07-18 23:15:34 debit 289.99 cardiff iphone 13,user1001,2025-07-18 23:15:34,debit,289.99,none,cardiff,iphone 13,2025-07-18,289.99,23,18,7,2025,117.67111111111112,False,False,moderate,smart,False,High,2697.3023032258066,-2407.3123032258063
usr:user1001|purchase|$3695.0|liverpool|2025-07-19 18:49:52|samsung galaxy s10,user1001,2025-07-19 18:49:52,purchase,3695.0,$,liverpool,samsung galaxy s10,2025-07-19,3695.0,18,19,7,2025,19.571666666666665,False,False,moderate,smart,False,Low,2622.0737937500003,1072.9262062499997
25/07/2025 20:12:40 ::: user1001 *** deposit ::: amt:298.43$ @ cardiff <iphone 13>,user1001,2025-07-25 20:12:40,deposit,298.43,$,cardiff,iphone 13,2025-07-25,298.43,20,25,7,2025,145.38,False,False,low,smart,False,Low,2654.5867090909087,-2356.156709090909
28/07/2025 00:20:10 ::: user1001 *** debit ::: amt:1212.63€ @ liverpool <none>,user1001,2025-07-28 00:20:10,debit,1212.63,€,liverpool,none,2025-07-28,1940.2080000000003,0,28,7,2025,52.125,False,False,moderate,non-smart,False,High,2585.287982352941,-645.0799823529408
2025-06-01 15:06:05::user1003::refund::1108.76::glasgow::huawei p30,user1003,2025-06-01 15:06:05,refund,1108.76,none,glasgow,huawei p30,2025-06-01,1108.76,15,1,6,2025,-1.0,False,False,high,smart,False,Low,1108.76,0.0
usr:user1003|top-up|£4352.91|glasgow|2025-06-02 16:09:58|samsung galaxy s10,user1003,2025-06-02 16:09:58,top-up,4352.91,£,glasgow,samsung galaxy s10,2025-06-02,5789.3703000000005,16,2,6,2025,25.064722222222223,True,False,low,smart,False,Low,1108.76,4680.6103
user1003 2025-06-03 00:26:23 top-up 1252.7 liverpool iphone 13,user1003,2025-06-03 00:26:23,top-up,1252.7,none,liverpool,iphone 13,2025-06-03,1252.7,0,3,6,2025,8.27361111111111,False,False,low,smart,False,High,3449.0651500000004,-2196.3651500000005
user1003 2025-06-03 22:04:19 deposit 1153.56 birmingham nokia 3310,user1003,2025-06-03 22:04:19,deposit,1153.56,none,birmingham,nokia 3310,2025-06-03,1153.56,22,3,6,2025,21.63222222222222,False,False,low,non-smart,False,High,2716.9434333333334,-1563.3834333333334
2025-06-04 19:48:16 >> [user1003] did debit - amt=£388.99 - london // dev:nokia 3310,user1003,2025-06-04 19:48:16,debit,388.99,£,london,nokia 3310,2025-06-04,517.3567,19,4,6,2025,21.7325,False,False,moderate,non-smart,False,Low,2326.0975750000002,-1808.7408750000002
2025-06-04 22:06:56 - user=user1003 - action=purchase £1122.56 - atm: none - device=nokia 3310,user1003,2025-06-04 22:06:56,purchase,1122.56,£,none,nokia 3310,2025-06-04,1493.0048,22,4,6,2025,2.311111111111111,False,True,moderate,non-smart,False,High,1964.3494000000003,-471.34460000000036
2025-06-05 16:17:31 >> [user1003] did transfer - amt=€2534.01 - manchester // dev:samsung galaxy s10,user1003,2025-06-05 16:17:31,transfer,2534.01,€,manchester,samsung galaxy s10,2025-06-05,4054.4160000000006,16,5,6,2025,18.176388888888887,False,False,high,smart,False,Low,1885.7919666666667,2168.624033333334
2025-06-05 21:22:26 - user=user1003 - action=withdrawal £2589.08 - atm: glasgow - device=none,user1003,2025-06-05 21:22:26,withdrawal,2589.08,£,glasgow,none,2025-06-05,3443.4764,21,5,6,2025,5.081944444444445,False,True,high,non-smart,False,Low,2195.5954,1247.8809999999999
2025-06-06 02:24:00 >> [user1003] did debit - amt=£484.33 - birmingham // dev:samsung galaxy s10,user1003,2025-06-06 02:24:00,debit,484.33,£,birmingham,samsung galaxy s10,2025-06-06,644.1589,2,6,6,2025,5.026111111111111,False,False,moderate,smart,False,High,2351.5805250000003,-1707.4216250000004
usr:user1003|transfer|$4076.07|cardiff|2025-06-06 15:25:56|samsung galaxy s10,user1003,2025-06-06 15:25:56,transfer,4076.07,$,cardiff,samsung galaxy s10,2025-06-06,4076.07,15,6,6,2025,13.032222222222222,False,False,high,smart,False,Low,2161.8670111111114,1914.2029888888887
07/06/2025 16:53:53 ::: user1003 *** top-up ::: amt:2801.35$ @ glasgow <none>,user1003,2025-06-07 16:53:53,top-up,2801.35,$,glasgow,none,2025-06-07,2801.35,16,7,6,2025,25.465833333333332,False,False,low,non-smart,False,Low,2353.28731,448.06268999999975
2025-06-08 03:45:05::user1003::cashout::388.56::none::iphone 13,user1003,2025-06-08 03:45:05,cashout,388.56,none,none,iphone 13,2025-06-08,388.56,3,8,6,2025,10.853333333333333,False,False,high,smart,True,High,2394.020281818182,-2005.460281818182
user1003 2025-06-08 13:34:01 purchase 1272.27 none samsung galaxy s10,user1003,2025-06-08 13:34:01,purchase,1272.27,none,none,samsung galaxy s10,2025-06-08,1272.27,13,8,6,2025,9.815555555555555,True,False,moderate,smart,False,Low,2226.8985916666666,-954.6285916666666
09/06/2025 10:29:49 ::: user1003 *** top-up ::: amt:4143.34€ @ london <xiaomi mi 11>,user1003,2025-06-09 10:29:49,top-up,4143.34,€,london,xiaomi mi 11,2025-06-09,6629.344000000001,10,9,6,2025,20.93,False,False,low,smart,False,Low,2153.4656230769233,4475.878376923078
usr:user1003|purchase|$3450.4|manchester|2025-06-10 02:24:33|huawei p30,user1003,2025-06-10 02:24:33,purchase,3450.4,$,manchester,huawei p30,2025-06-10,3450.4,2,10,6,2025,15.912222222222223,False,False,moderate,smart,False,High,2473.1712214285717,977.2287785714284
2025-06-10 12:55:44 - user=user1003 - action=purchase $258.63 - atm: london - device=nokia 3310,user1003,2025-06-10 12:55:44,purchase,258.63,$,london,nokia 3310,2025-06-10,258.63,12,10,6,2025,10.519722222222223,False,True,moderate,non-smart,False,Low,2538.319806666667,-2279.6898066666668
2025-06-11 15:31:52 - user=user1003 - action=top-up £4006.05 - atm: manchester - device=pixel 6,user1003,2025-06-11 15:31:52,top-up,4006.05,£,manchester,pixel 6,2025-06-11,5328.0465,15,11,6,2025,26.602222222222224,False,True,low,smart,False,Low,2395.83919375,2932.2073062500003
2025-06-12 00:44:26 - user=user1003 - action=purchase €3454.22 - atm: manchester - device=none,user1003,2025-06-12 00:44:26,purchase,3454.22,€,manchester,none,2025-06-12,5526.752,0,12,6,2025,9.209444444444445,True,True,moderate,non-smart,False,High,2568.3219764705887,2958.4300235294118
2025-06-12 13:35:47 - user=user1003 - action=top-up £1127.01 - atm: london - device=nokia 3310,user1003,2025-06-12 13:35:47,top-up,1127.01,£,london,nokia 3310,2025-06-12,1498.9233000000002,13,12,6,2025,12.855833333333333,False,True,low,non-smart,False,Low,2732.6792000000005,-1233.7559000000003
2025-06-12 16:50:11 >> [user1003] did purchase - amt=£2520.52 - manchester // dev:nokia 3310,user1003,2025-06-12 16:50:11,purchase,2520.52,£,manchester,nokia 3310,2025-06-12,3352.2916,16,12,6,2025,3.24,False,False,moderate,non-smart,False,Low,2667.7446789473684,684.5469210526317
2025-06-12 21:18:46::user1003::cashout::4261.19::birmingham::none,user1003,2025-06-12 21:18:46,cashout,4261.19,none,birmingham,none,2025-06-12,4261.19,21,12,6,2025,4.476388888888889,False,False,high,non-smart,False,Low,2701.972025,1559.2179749999996
2025-06-14 01:22:54 - user=user1003 - action=deposit £717.05 - atm: liverpool - device=nokia 3310,user1003,2025-06-14 01:22:54,deposit,717.05,£,liverpool,nokia 3310,2025-06-14,953.6765,1,14,6,2025,28.06888888888889,False,True,low,non-smart,False,High,2776.2205,-1822.5439999999999
usr:user1003|cashout|€2516.26|cardiff|2025-06-14 05:45:37|none,user1003,2025-06-14 05:45:37,cashout,2516.26,€,cardiff,none,2025-06-14,4026.0160000000005,5,14,6,2025,4.378611111111111,False,False,high,non-smart,False,High,2693.377590909091,1332.6384090909096
user1003 2025-06-14 12:28:41 transfer 1777.35 glasgow huawei p30,user1003,2025-06-14 12:28:41,transfer,1777.35,none,glasgow,huawei p30,2025-06-14,1777.35,12,14,6,2025,6.717777777777778,False,False,high,smart,False,Low,2751.318391304348,-973.9683913043482
2025-06-16 10:43:48 - user=user1003 - action=transfer £1303.27 - atm: glasgow - device=huawei p30,user1003,2025-06-16 10:43:48,transfer,1303.27,£,glasgow,huawei p30,2025-06-16,1733.3491000000001,10,16,6,2025,46.25194444444445,True,True,high,smart,False,Low,2710.736375,-977.3872749999998
2025-06-16 16:31:05::user1003::top-up::2110.49::liverpool::none,user1003,2025-06-16 16:31:05,top-up,2110.49,none,liverpool,none,2025-06-16,2110.49,16,16,6,2025,5.788055555555555,False,False,low,non-smart,False,Low,2671.640884,-561.1508840000001
user1003 2025-06-16 21:18:18 withdrawal 990.46 birmingham nokia 3310,user1003,2025-06-16 21:18:18,withdrawal,990.46,none,birmingham,nokia 3310,2025-06-16,990.46,21,16,6,2025,4.786944444444444,False,False,high,non-smart,False,Low,2650.0581576923078,-1659.5981576923077
2025-06-17 02:40:30::user1003::transfer::2484.39::none::nokia 3310,user1003,2025-06-17 02:40:30,transfer,2484.39,none,none,nokia 3310,2025-06-17,2484.39,2,17,6,2025,5.37,False,False,high,non-smart,False,High,2588.591559259259,-104.20155925925928
19/06/2025 01:28:15 ::: user1003 *** deposit ::: amt:1847.75£ @ liverpool <iphone 13>,user1003,2025-06-19 01:28:15,deposit,1847.75,£,liverpool,iphone 13,2025-06-19,2457.5075,1,19,6,2025,46.795833333333334,False,False,low,smart,False,High,2584.870075,-127.36257499999965
2025-06-19 02:00:54::user1003::transfer::2080.24::leeds::iphone 13,user1003,2025-06-19 02:00:54,transfer,2080.24,none,leeds,iphone 13,2025-06-19,2080.24,2,19,6,2025,0.5441666666666667,False,False,high,smart,False,High,2580.4782620689657,-500.2382620689659
usr:user1003|debit|£4462.12|birmingham|2025-06-19 20:36:35|xiaomi mi 11,user1003,2025-06-19 20:36:35,debit,4462.12,£,birmingham,xiaomi mi 11,2025-06-19,5934.6196,20,19,6,2025,18.594722222222224,False,False,moderate,smart,False,Low,2563.8036533333334,3370.8159466666666
user1003 2025-06-19 22:26:53 transfer 4582.9 none pixel 6,user1003,2025-06-19 22:26:53,transfer,4582.9,none,none,pixel 6,2025-06-19,4582.9,22,19,6,2025,1.8383333333333334,False,False,high,smart,False,High,2672.539651612903,1910.3603483870966
2025-06-20 03:40:38::user1003::top-up::3069.63::birmingham::iphone 13,user1003,2025-06-20 03:40:38,top-up,3069.63,none,birmingham,iphone 13,2025-06-20,3069.63,3,20,6,2025,5.229166666666667,False,False,low,smart,False,High,2732.2384125,337.39158750000024
user1003 2025-06-20 04:33:38 debit 4262.97 none xiaomi mi 11,user1003,2025-06-20 04:33:38,debit,4262.97,none,none,xiaomi mi 11,2025-06-20,4262.97,4,20,6,2025,0.8833333333333333,False,False,moderate,smart,False,High,2742.4624,1520.5076000000004
user1003 2025-06-20 06:08:01 deposit 899.68 liverpool xiaomi mi 11,user1003,2025-06-20 06:08:01,deposit,899.68,none,liverpool,xiaomi mi 11,2025-06-20,899.68,6,20,6,2025,1.5730555555555557,False,False,low,smart,False,High,2787.183211764706,-1887.503211764706
20/06/2025 22:31:18 ::: user1003 *** cashout ::: amt:2542.93£ @ birmingham <huawei p30>,user1003,2025-06-20 22:31:18,cashout,2542.93,£,birmingham,huawei p30,2025-06-20,3382.0969,22,20,6,2025,16.388055555555557,False,False,high,smart,False,High,2733.254548571429,648.842351428571
user1003 2025-06-21 22:58:07 purchase 4715.45 leeds xiaomi mi 11,user1003,2025-06-21 22:58:07,purchase,4715.45,none,leeds,xiaomi mi 11,2025-06-21,4715.45,22,21,6,2025,24.446944444444444,False,False,moderate,smart,False,High,2751.2779472222223,1964.1720527777775
usr:user1003|purchase|£3666.95|liverpool|2025-06-22 02:10:15|none,user1003,2025-06-22 02:10:15,purchase,3666.95,£,liverpool,none,2025-06-22,4877.0435,2,22,6,2025,3.2022222222222223,False,False,moderate,non-smart,False,High,2804.363678378378,2072.6798216216216
2025-06-22 03:42:48 | user: user1003 | txn: refund of $1931.14 from none | device: nokia 3310,user1003,2025-06-22 03:42:48,refund,1931.14,$,none,nokia 3310,2025-06-22,1931.14,3,22,6,2025,1.5425,False,False,high,non-smart,True,High,2858.9078842105264,-927.7678842105263
2025-06-22 10:40:02::user1003::deposit::3214.82::none::huawei p30,user1003,2025-06-22 10:40:02,deposit,3214.82,none,none,huawei p30,2025-06-22,3214.82,10,22,6,2025,6.953888888888889,True,False,low,smart,False,Low,2835.118964102564,379.7010358974362
22/06/2025 16:54:11 ::: user1003 *** debit ::: amt:4241.72$ @ manchester <huawei p30>,user1003,2025-06-22 16:54:11,debit,4241.72,$,manchester,huawei p30,2025-06-22,4241.72,16,22,6,2025,6.235833333333333,False,False,moderate,smart,False,Low,2844.6114900000002,1397.10851
2025-06-22 19:15:24::user1003::cashout::2371.69::london::nokia 3310,user1003,2025-06-22 19:15:24,cashout,2371.69,none,london,nokia 3310,2025-06-22,2371.69,19,22,6,2025,2.3536111111111113,False,False,high,non-smart,False,Low,2878.687307317073,-506.99730731707314
22/06/2025 19:22:49 ::: user1003 *** cashout ::: amt:3497.59€ @ cardiff <pixel 6>,user1003,2025-06-22 19:22:49,cashout,3497.59,€,cardiff,pixel 6,2025-06-22,5596.144,19,22,6,2025,0.12361111111111112,False,False,high,smart,False,Low,2866.615942857143,2729.528057142857
2025-06-22 21:50:40 - user=user1003 - action=refund £4658.85 - atm: liverpool - device=huawei p30,user1003,2025-06-22 21:50:40,refund,4658.85,£,liverpool,huawei p30,2025-06-22,6196.2705000000005,21,22,6,2025,2.464166666666667,False,True,high,smart,False,Low,2930.093339534884,3266.1771604651167
2025-06-24 12:39:34 >> [user1003] did refund - amt=$826.55 - liverpool // dev:iphone 13,user1003,2025-06-24 12:39:34,refund,826.55,$,liverpool,iphone 13,2025-06-24,826.55,12,24,6,2025,38.815,True,False,high,smart,False,Low,3004.3246386363635,-2177.7746386363633
24/06/2025 14:45:08 ::: user1003 *** top-up ::: amt:3338.15€ @ cardiff <pixel 6>,user1003,2025-06-24 14:45:08,top-up,3338.15,€,cardiff,pixel 6,2025-06-24,5341.040000000001,14,24,6,2025,2.0927777777777776,False,False,low,smart,False,Low,2955.929646666667,2385.110353333334
2025-06-25 02:47:00 - user=user1003 - action=transfer $82.19 - atm: leeds - device=none,user1003,2025-06-25 02:47:00,transfer,82.19,$,leeds,none,2025-06-25,82.19,2,25,6,2025,12.03111111111111,False,True,high,non-smart,False,High,3007.7798717391306,-2925.5898717391306
2025-06-27 03:08:58 | user: user1003 | txn: withdrawal of £2235.64 from none | device: none,user1003,2025-06-27 03:08:58,withdrawal,2235.64,£,none,none,2025-06-27,2973.4012,3,27,6,2025,48.36611111111111,False,False,high,non-smart,True,High,2945.5332787234047,27.867921276595098
2025-06-27 10:35:42::user1003::purchase::3208.88::london::iphone 13,user1003,2025-06-27 10:35:42,purchase,3208.88,none,london,iphone 13,2025-06-27,3208.88,10,27,6,2025,7.445555555555556,False,False,moderate,smart,False,Low,2946.1138604166667,262.76613958333337
2025-06-28 05:34:26::user1003::cashout::1710.75::liverpool::samsung galaxy s10,user1003,2025-06-28 05:34:26,cashout,1710.75,none,liverpool,samsung galaxy s10,2025-06-28,1710.75,5,28,6,2025,18.97888888888889,False,False,high,smart,False,High,2951.4764346938778,-1240.7264346938778
2025-06-29 08:08:04 | user: user1003 | txn: purchase of $4083.7 from london | device: xiaomi mi 11,user1003,2025-06-29 08:08:04,purchase,4083.7,$,london,xiaomi mi 11,2025-06-29,4083.7,8,29,6,2025,26.560555555555556,False,False,moderate,smart,False,Low,2926.6619060000003,1157.0380939999995
2025-06-29 13:56:32::user1003::top-up::4055.22::london::samsung galaxy s10,user1003,2025-06-29 13:56:32,top-up,4055.22,none,london,samsung galaxy s10,2025-06-29,4055.22,13,29,6,2025,5.807777777777778,True,False,low,smart,False,Low,2949.34892745098,1105.8710725490196
2025-06-30 19:54:08 >> [user1003] did transfer - amt=€758.7 - liverpool // dev:pixel 6,user1003,2025-06-30 19:54:08,transfer,758.7,€,liverpool,pixel 6,2025-06-30,1213.92,19,30,6,2025,29.96,False,False,high,smart,False,Low,2970.615678846154,-1756.695678846154
2025-07-01 10:07:36::user1003::withdrawal::3347.87::cardiff::samsung galaxy s10,user1003,2025-07-01 10:07:36,withdrawal,3347.87,none,cardiff,samsung galaxy s10,2025-07-01,3347.87,10,1,7,2025,14.224444444444444,False,False,high,smart,False,Low,2937.470477358491,410.39952264150907
2025-07-01 16:46:32 | user: user1003 | txn: debit of €2643.56 from cardiff | device: huawei p30,user1003,2025-07-01 16:46:32,debit,2643.56,€,cardiff,huawei p30,2025-07-01,4229.696,16,1,7,2025,6.648888888888889,True,False,moderate,smart,False,Low,2945.0704685185187,1284.6255314814812
2025-07-01 23:18:03 | user: user1003 | txn: cashout of €2180.12 from leeds | device: pixel 6,user1003,2025-07-01 23:18:03,cashout,2180.12,€,leeds,pixel 6,2025-07-01,3488.192,23,1,7,2025,6.525277777777778,False,False,high,smart,False,High,2968.4272963636363,519.7647036363637
02/07/2025 00:14:38 ::: user1003 *** deposit ::: amt:4646.55$ @ glasgow <nokia 3310>,user1003,2025-07-02 00:14:38,deposit,4646.55,$,glasgow,nokia 3310,2025-07-02,4646.55,0,2,7,2025,0.9430555555555555,False,False,low,non-smart,False,High,2977.7088089285717,1668.8411910714285
